,Title,Time,Content,Link,Date
216,Council Post: These Four Factors Are The Difference Between Success And Failure In Digital Transformation,2019-05-23T04:00:02-04:00,,https://www.forbes.com/sites/forbesfinancecouncil/2019/05/23/these-four-factors-are-the-difference-between-success-and-failure-in-digital-transformation/,2019-05-23 04:00:02-04:00
217,Is Buying Pinterest In 2019 Like Buying Facebook In 2012?,2019-05-22T13:53:43-04:00,,https://www.forbes.com/sites/alapshah/2019/05/22/is-buying-pinterest-in-2019-like-buying-facebook-in-2012/,2019-05-22 13:53:43-04:00
218,Cataloguing And Catalyzing Blockchain For Impact,2019-05-22T09:13:59-04:00,,https://www.forbes.com/sites/dantedisparte/2019/05/22/cataloguing-and-catalyzing-blockchain-and-social-impact/,2019-05-22 09:13:59-04:00
219,"TransferWise, A Profitable Fintech Unicorn, Spurns IPO For Rare All-Secondary Sale At $3.5 Billion Valuation",2019-05-25T13:01:14-04:00,,https://www.forbes.com/sites/alexkonrad/2019/05/22/transferwise-valued-at-3-5-billion/,2019-05-25 13:01:14-04:00
220,TransferWise Valued At $3.5 Billion As Founders Sell Stake,2019-05-22T13:14:28-04:00,,https://www.forbes.com/sites/samshead/2019/05/22/transferwise-valued-at-35-billion-as-founders-sell-stake/,2019-05-22 13:14:28-04:00
221,"As CryptoUniverse Announces Mining Centre, Why Could Siberia Become Such A Crypto Hub?",2019-05-24T04:58:13-04:00,,https://www.forbes.com/sites/joewalleneurope/2019/05/22/as-cryptouniverse-announces-mining-centre-why-could-siberia-become-such-a-crypto-hub/,2019-05-24 04:58:13-04:00
222,How One Company Wants to Reduce or Even Eliminate Your Unpaid Medical Bills,2019-05-21T19:33:54-04:00,,https://www.forbes.com/sites/falonfatemi/2019/05/21/how-one-company-wants-to-reduce-or-even-eliminate-your-unpaid-medical-bills/,2019-05-21 19:33:54-04:00
223,Making Financial Mental Health A Priority,2019-05-20T16:35:29-04:00,,https://www.forbes.com/sites/madhvimavadiya/2019/05/20/making-financial-mental-health-a-priority/,2019-05-20 16:35:29-04:00
224,How To Get Past FOMO And Save For Retirement,2019-05-20T09:06:14-04:00,,https://www.forbes.com/sites/johnwasik/2019/05/20/how-to-get-past-fomo-and-save-for-retirement/,2019-05-20 09:06:14-04:00
225,Best Practices From Vanguard's Innovation Studio,2019-05-20T14:59:49-04:00,,https://www.forbes.com/sites/peterhigh/2019/05/20/best-practices-from-vanguards-innovation-studio/,2019-05-20 14:59:49-04:00
226,OpenFin Raises $17 Million To Deliver More Apps To Capital Markets,2019-05-16T13:47:00-04:00,,https://www.forbes.com/sites/donnafuscaldo/2019/05/16/openfin-raises-17m-to-deliver-more-apps-to-the-capital-markets/,2019-05-16 13:47:00-04:00
227,Why Bitcoin Users Don't Care About Starbucks And Whole Foods 'Accepting' Crypto,2019-05-20T15:56:39-04:00,,https://www.forbes.com/sites/ktorpey/2019/05/16/why-bitcoin-users-dont-care-about-starbucks-and-whole-foods-accepting-crypto/,2019-05-20 15:56:39-04:00
228,Imagine A Facebook Without Facebook: How A.I. Will Soon Disrupt Social Media,2019-05-16T01:51:17-04:00,,https://www.forbes.com/sites/cognitiveworld/2019/05/15/imagine-a-facebook-without-facebook-how-a-i-will-soon-disrupt-social-media/,2019-05-16 01:51:17-04:00
229,Currency Fears Drive Chinese Into Bitcoin,2019-05-20T15:57:32-04:00,,https://www.forbes.com/sites/jeffkauflin/2019/05/15/fear-drives-chinese-to-buy-bitcoin/,2019-05-20 15:57:32-04:00
230,XRP Enjoys Sustained Strength After Hitting 4-Month High,2019-05-15T15:46:37-04:00,,https://www.forbes.com/sites/cbovaird/2019/05/15/xrp-enjoys-sustained-strength-after-hitting-4-month-high/,2019-05-15 15:46:37-04:00
231,Startup Launches To Combine All Of Your Credit And Debit Cards Into One Digital Card,2019-05-16T15:06:46-04:00,,https://www.forbes.com/sites/donnafuscaldo/2019/05/15/fintech-startup-binji-launches-with-digital-display-debit-card/,2019-05-16 15:06:46-04:00
232,Walmart Offers Even.com To Improve Employee Financial Health,2019-05-14T15:42:33-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/05/14/walmart-offers-even-com-to-improve-employee-financial-health/,2019-05-14 15:42:33-04:00
233,How Tax Planning Can Help Startup Entrepreneurs And Employees Make More Money In An Exit,2019-05-14T11:19:18-04:00,,https://www.forbes.com/sites/davidsnider/2019/05/14/how-tax-planning-can-help-startup-entrepreneurs-and-employees-make-more-money-in-an-exit/,2019-05-14 11:19:18-04:00
234,Microsoft And Intel Detail The Deep-Seated Problems With Blockchain,2019-05-14T09:20:54-04:00,,https://www.forbes.com/sites/davidblack/2019/05/13/microsoft-and-intel-detail-the-deep-seated-problems-with-blockchain/,2019-05-14 09:20:54-04:00
235,Can This Man Democratize And Disrupt The Art Market?,2019-05-14T09:55:44-04:00,,https://www.forbes.com/sites/rogeraitken/2019/05/13/can-this-man-democratize-disrupt-the-art-market/,2019-05-14 09:55:44-04:00
236,Xena Exchange Releases Interactive Charts That Collect Live Data From Huobi And Coinbase,2019-05-12T21:08:42-04:00,,https://www.forbes.com/sites/lukefitzpatrick/2019/05/12/xena-exchange-market-barometer/,2019-05-12 21:08:42-04:00
237,Beyond Tech Unicorns: What Other States Can Learn From Utah's Small Business Economy,2019-05-13T17:22:20-04:00,,https://www.forbes.com/sites/brockblake/2019/05/11/utahs-small-business-economy/,2019-05-13 17:22:20-04:00
238,Slack's S-1: A Read-Through And Analysis,2019-05-10T15:10:56-04:00,,https://www.forbes.com/sites/alapshah/2019/05/10/slacks-s-1-a-read-through-and-analysis/,2019-05-10 15:10:56-04:00
239,World Council Of Credit Unions Helps Develop Technology In Asia And Africa,2019-05-11T10:37:06-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/05/10/world-council-of-credit-unions-helps-develop-technology-in-asia-and-africa/,2019-05-11 10:37:06-04:00
240,Modern POS And The Fifth Wave Of Commerce,2019-05-10T14:36:23-04:00,,https://www.forbes.com/sites/nitinmangtani/2019/05/09/modern-pos-and-the-fifth-wave-of-commerce/,2019-05-10 14:36:23-04:00
241,Fast Growing Fintechs Significantly Outspend Slower Rivals,2019-05-09T07:30:14-04:00,,https://www.forbes.com/sites/donnafuscaldo/2019/05/09/fast-growing-fintechs-significantly-outspend-slower-rivals/,2019-05-09 07:30:14-04:00
242,Trulioo Brings Stripe-Like Code Simplicity To Developers Who Need ID Verification,2019-05-08T11:09:43-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/05/08/trulioo-brings-stripe-like-code-simplicity-to-developers-who-need-id-verification/,2019-05-08 11:09:43-04:00
243,"In The Face Of Growing Fraud Threats, Finance Firms Should Look At Managed Security",2019-05-08T10:06:42-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/05/07/in-the-face-of-growing-fraud-threats-finance-firms-should-look-at-managed-security/,2019-05-08 10:06:42-04:00
244,"Our Swipes, Ourselves: This Startup Prevents Identity Fraud By Observing Device Interactions ",2019-05-07T14:17:45-04:00,,https://www.forbes.com/sites/alexknapp/2019/05/07/our-swipes-ourselves-this-startup-prevents-identity-fraud-by-observing-device-interactions/,2019-05-07 14:17:45-04:00
245,Substitute Teachers Are Struggling To Survive. But i-Subz Plans To Reform The Education System,2019-05-07T14:13:07-04:00,,https://www.forbes.com/sites/allysonkapin/2019/05/07/substitute-teachers-are-struggling-to-survive-but-i-subz-plans-to-reform-the-education-system/,2019-05-07 14:13:07-04:00
246,Fintech Needs To Stop Tinkering At The Edges Of Big Data,2019-05-06T09:00:07-04:00,,https://www.forbes.com/sites/douglasmerrill/2019/05/06/fintech-needs-to-stop-tinkering-at-the-edges-of-big-data/,2019-05-06 09:00:07-04:00
247,Contextual Commerce: What It Really Means And 3 Reasons You Should Care About It,2019-05-03T10:29:05-04:00,,https://www.forbes.com/sites/royerez/2019/05/02/contextual-commerce-what-it-really-means-and-3-reasons-you-should-care-about-it/,2019-05-03 10:29:05-04:00
248,Can Crypto Miners Be Considered Broker Dealers?,2019-05-03T17:25:12-04:00,,https://www.forbes.com/sites/nisaamoils/2019/05/02/can-crypto-miners-be-considered-broker-dealers/,2019-05-03 17:25:12-04:00
249,"First, Fire All The Brokers: How Lemonade, A Millennial-Loved Fintech Unicorn, Is Disrupting The Insurance Business",2019-05-13T10:01:36-04:00,,https://www.forbes.com/sites/jeffkauflin/2019/05/02/lemonade-fintech-insurance-unicorn/,2019-05-13 10:01:36-04:00
250,Financial Wellness: How To Do Fintech Well,2019-05-08T04:18:21-04:00,,https://www.forbes.com/sites/madhvimavadiya/2019/05/02/financial-wellness-how-to-do-fintech-well/,2019-05-08 04:18:21-04:00
251,"What Has Fintech Done, To Make Itself Feel Proud?",2019-05-01T04:00:04-04:00,,https://www.forbes.com/sites/madhvimavadiya/2019/05/01/what-has-fintech-done-to-make-itself-feel-proud/,2019-05-01 04:00:04-04:00
252,Beyond Financial Education: Are Leaders Really Committed To Financial Health?,2019-05-01T10:25:39-04:00,,https://www.forbes.com/sites/jennifertescher/2019/04/30/beyond-fin-ed-finance-execs-are-committed-to-fin-health/,2019-05-01 10:25:39-04:00
253,Divvy Raises $200M In Its Third VC Round In Under A Year,2019-04-30T07:24:58-04:00,,https://www.forbes.com/sites/donnafuscaldo/2019/04/30/divvy-raises-200m-in-its-third-vc-round-in-under-a-year/,2019-04-30 07:24:58-04:00
254,Why Eastern Europe could be the next big cashless society,2019-04-30T06:16:30-04:00,,https://www.forbes.com/sites/danieldoderlein/2019/04/30/why-eastern-europe-could-be-the-next-big-cashless-society/,2019-04-30 06:16:30-04:00
255,India's Data Localization Remains A Key Challenge For Foreign Companies,2019-04-30T02:39:43-04:00,,https://www.forbes.com/sites/ronakdesai/2019/04/30/indias-data-localization-remains-a-key-challenge-for-foreign-companies/,2019-04-30 02:39:43-04:00
256,The Retail Apocalypse Is In Full Swing; The Bank Branch Apocalypse Can't Be Too Far Behind,2019-04-29T17:01:20-04:00,,https://www.forbes.com/sites/davidblack/2019/04/29/the-retail-apocalypse-is-in-full-swing-the-bank-branch-apocalypse-cant-be-too-far-behind/,2019-04-29 17:01:20-04:00
257,"Varo Money Builds A No-Fee, High Interest Paying Bank On New Technology",2019-04-29T17:35:40-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/04/29/varo-money-builds-a-no-fee-high-interest-paying-bank-on-new-technology/,2019-04-29 17:35:40-04:00
258,Council Post: Why Startups Should Diversify Their Boards Early,2019-04-29T09:00:16-04:00,,https://www.forbes.com/sites/forbesfinancecouncil/2019/04/29/why-startups-should-diversify-their-boards-early/,2019-04-29 09:00:16-04:00
259,Funding Circle Finds Banks Doing A Bad Job Lending To Small Businesses,2019-04-29T06:42:21-04:00,,https://www.forbes.com/sites/donnafuscaldo/2019/04/29/funding-circle-finds-banks-doing-a-bad-job-lending-to-small-businesses/,2019-04-29 06:42:21-04:00
260,Could Direct Indexing Help Your Portfolio?,2019-04-28T11:35:02-04:00,,https://www.forbes.com/sites/simonmoore/2019/04/28/what-is-direct-indexing/,2019-04-28 11:35:02-04:00
261,Blockchain Is The Next Big Thing For Renewable Energy,2019-04-29T15:56:55-04:00,,https://www.forbes.com/sites/jamesellsmoor/2019/04/27/blockchain-is-the-next-big-thing-for-renewable-energy/,2019-04-29 15:56:55-04:00
262,Meet 5 Companies Spearheading Blockchain For Renewable Energy,2019-04-29T16:00:05-04:00,,https://www.forbes.com/sites/jamesellsmoor/2019/04/27/meet-5-companies-spearheading-blockchain-for-renewable-energy/,2019-04-29 16:00:05-04:00
263,Connected Dots And Inner Workings Of Real Estate Crowdfunding,2019-04-28T12:26:54-04:00,,https://www.forbes.com/sites/tompfister/2019/04/26/connected-dots-and-inner-workings-of-real-estate-crowdfunding/,2019-04-28 12:26:54-04:00
264,Fintechs' Risk Taking Should Serve Them Well In A Recession,2019-04-26T09:04:37-04:00,,https://www.forbes.com/sites/donnafuscaldo/2019/04/26/fintechs-risk-taking-should-serve-them-well-in-a-recession/,2019-04-26 09:04:37-04:00
265,"Experts on Ethereum Price: As Key $158 Level Broken, Do We HODL or Sell?",2019-04-26T10:48:57-04:00,,https://www.forbes.com/sites/tomrodgers1/2019/04/26/experts-on-ethereum-price-as-key-158-broken-do-we-hodl-or-sell/,2019-04-26 10:48:57-04:00
266,Why Everyone In Crypto Is Talking About DeFi,2019-04-29T16:02:15-04:00,,https://www.forbes.com/sites/jeffkauflin/2019/04/26/why-everyone-in-crypto-is-talking-about-defi/,2019-04-29 16:02:15-04:00
267,CheapAir Has Processed More Than 5 Million In Bitcoin Payments And Now Plans To Accept Ethereum,2019-04-29T16:03:48-04:00,,https://www.forbes.com/sites/lukefitzpatrick/2019/04/25/cheapair-to-accept-ethereum-payments/,2019-04-29 16:03:48-04:00
268,The Extinction Rebellion: How Sustainable Finance Can Help Save The Planet,2019-04-26T00:58:40-04:00,,https://www.forbes.com/sites/lawrencewintermeyer/2019/04/25/the-extinction-rebellion-how-sustainable-finance-can-help-save-the-planet/,2019-04-26 00:58:40-04:00
269,Europe Leads The Way In FinTech Initiatives Thanks To Hackathon,2019-04-25T09:53:04-04:00,,https://www.forbes.com/sites/ginaclarke/2019/04/25/europe-leads-the-way-in-fintech-initiatives-thanks-to-hackathon/,2019-04-25 09:53:04-04:00
270,Here's Why Interest In Tokenizing Assets Is Starting To Surge,2019-04-25T05:00:06-04:00,,https://www.forbes.com/sites/laurencoleman/2019/04/25/heres-why-interest-in-tokenizing-assets-is-starting-to-surge/,2019-04-25 05:00:06-04:00
271,B2B Payments Are Changing: Here's Why,2019-04-25T02:07:20-04:00,,https://www.forbes.com/sites/ginaclarke/2019/04/25/b2b-payments-are-changing-heres-why/,2019-04-25 02:07:20-04:00
272,'Faster Than Mo Farah' SME Lender Iwoca Overtakes Santander And HSBC,2019-05-08T05:04:52-04:00,,https://www.forbes.com/sites/madhvimavadiya/2019/04/24/faster-than-mo-farah-sme-lender-iwoca-overtakes-santander-and-hsbc/,2019-05-08 05:04:52-04:00
273,Postal Banking Is Back -- On Democratic Party Platforms -- But Is It Viable?,2019-04-25T08:51:03-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/04/24/postal-banking-is-back-on-democratic-party-platforms-but-is-it-viable/,2019-04-25 08:51:03-04:00
274,Mnuchin: Consumers Need Much More User Friendly Ways Of Controlling Who Gets Their Personal Data,2019-04-30T15:44:25-04:00,,https://www.forbes.com/sites/tedknutson/2019/04/24/mnuchin-consumers-need-much-more-user-friendly-ways-of-controlling-who-gets-their-personal-data/,2019-04-30 15:44:25-04:00
275,Commonwealth Partners To Improve Financial Security For Low-Income Households,2019-04-23T11:41:54-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/04/23/commonwealth-partners-to-improve-financial-security-for-low-income-households/,2019-04-23 11:41:54-04:00
276,3 Steps To Take More Calculated Risks As An Entrepreneur,2019-04-23T10:11:08-04:00,,https://www.forbes.com/sites/brockblake/2019/04/23/3-steps-to-take-more-calculated-risks-as-an-entrepreneur/,2019-04-23 10:11:08-04:00
277,Why Fintech Should Embrace The Fourth Industrial Revolution,2019-04-23T04:00:06-04:00,,https://www.forbes.com/sites/madhvimavadiya/2019/04/23/why-fintech-should-embrace-the-fourth-industrial-revolution/,2019-04-23 04:00:06-04:00
278,Gates Foundation's Mojaloop Finance Code Gains in Africa And Asia,2019-04-22T11:00:43-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/04/22/gates-foundations-mojaloop-finance-code-gains-in-africa-and-asia/,2019-04-22 11:00:43-04:00
279,Big Banks Vs. Silicon Valley Startups: Whose Customer Financial Data Is It Anyway?,2019-04-22T11:18:25-04:00,,https://www.forbes.com/sites/nizangpackin/2019/04/19/big-banks-vs-silicon-valley-startups-whose-customer-financial-data-is-it-anyway/,2019-04-22 11:18:25-04:00
280,"Early Access To Wages, A Prized Benefit, Costs Employers Little Or Nothing",2019-04-18T15:46:37-04:00,,https://www.forbes.com/sites/tomgroenfeldt/2019/04/18/early-access-to-wages-a-prized-benefit-costs-employers-little-or-nothing/,2019-04-18 15:46:37-04:00
281,Bank of America Is All In With Fintech As Mobile Banking Customers Increase,2019-04-18T11:18:16-04:00,,https://www.forbes.com/sites/donnafuscaldo/2019/04/18/bofa-is-all-in-with-fintech-as-mobile-banking-customers-increase-9/,2019-04-18 11:18:16-04:00
282,"Finance App Usage Grows, Now It's Time For Marketers To Get More Personal",2019-04-18T13:15:43-04:00,,https://www.forbes.com/sites/peggyannesalz/2019/04/18/finance-app-usage-grows-now-its-time-for-marketers-to-get-more-personal/,2019-04-18 13:15:43-04:00
283,Why New 5G Services Will Be Free,2019-04-20T04:23:44-04:00,,https://www.forbes.com/sites/simonrockman1/2019/04/18/why-new-5g-services-will-be-free/,2019-04-20 04:23:44-04:00
284,"Mo Money, Mo Problems? UK Fintech Investment Insights",2019-04-18T05:43:53-04:00,,https://www.forbes.com/sites/madhvimavadiya/2019/04/18/mo-money-mo-problems-uk-fintech-investment-insights/,2019-04-18 05:43:53-04:00
285,Is Financial Services Ready For Broad 5th Machine Age Technology Adoption?,2019-04-22T16:25:10-04:00,,https://www.forbes.com/sites/cognitiveworld/2019/04/17/is-financial-services-ready-for-broad-5th-machine-age-technology-adoption/,2019-04-22 16:25:10-04:00
286,"Blockchain Has Been Unblocked, Unchained And Broken",2019-04-16T10:12:14-04:00,,https://www.forbes.com/sites/davidblack/2019/04/16/blockchain-has-been-unblocked-unchained-and-broken/,2019-04-16 10:12:14-04:00
287,Three New Reasons Direct Banks Are Dominating,2019-04-16T08:16:07-04:00,,https://www.forbes.com/sites/boblegters/2019/04/16/three-new-reasons-direct-banks-are-dominating/,2019-04-16 08:16:07-04:00
288,Accenture Releases Blockchain Solution For Employee Benefits,2019-04-17T19:23:19-04:00,,https://www.forbes.com/sites/lukefitzpatrick/2019/04/16/geb-and-accenture-debut-a-new-blockchain-solution/,2019-04-17 19:23:19-04:00
289,Why Now's The Time To Bet On European Stocks,2019-05-23T11:00:15-04:00,,https://www.forbes.com/sites/simonconstable/2019/05/23/why-nows-the-time-to-bet-on-european-stocks/?ss=etfs-mutualfunds,2019-05-23 11:00:15-04:00
290,Why ETF Investors Have A China Problem,2019-05-23T12:19:02-04:00,,https://www.forbes.com/sites/robisbitts2/2019/05/23/why-etf-investors-have-a-china-problem/?ss=etfs-mutualfunds,2019-05-23 12:19:02-04:00
291,Escalating U.S.-China Trade War Makes LNG Projects Vulnerable Stateside,2019-05-23T14:17:40-04:00,,https://www.forbes.com/sites/gauravsharma/2019/05/23/escalating-us-china-trade-war-leaves-lng-projects-vulnerable-stateside/?ss=etfs-mutualfunds,2019-05-23 14:17:40-04:00
292,The Bond Market Points To A Trump Win In 2020,2019-05-24T14:47:00-04:00,,https://www.forbes.com/sites/simonconstable/2019/05/24/a-win-for-trump-in-the-2020-presidential-election-at-least-thats-what-the-bond-market-suggests/?ss=etfs-mutualfunds,2019-05-24 14:47:00-04:00
293,How To Find Bargains In Closed-End Funds,2019-05-17T12:12:40-04:00,,https://www.forbes.com/sites/baldwin/2019/05/02/how-to-find-bargains-in-closed-end-funds/?ss=etfs-mutualfunds,2019-05-17 12:12:40-04:00
294,The Future Of Investing: Fintech 50 2019,2019-03-11T14:12:34-04:00,,https://www.forbes.com/sites/jonathanponciano/2019/02/04/top-investing-fintech-companies/?ss=etfs-mutualfunds,2019-03-11 14:12:34-04:00
295,America Begins To See The Consequences Of The Past Policy Errors That Helped China's Rise,2019-05-25T14:32:23-04:00,"From the South China Sea to the Indian Ocean and the African Continent, China is rising fast, challenging America’s long dominance.That’s something investors should watch closely, as rising tensions between the world’s two largest economies raise geopolitical risks that begin to spread beyond trade. China’s rise didn’t happen by accident. It occurred systematically, helped by the kindness of the previous US administrations that allowed China to launch and execute its grand strategy. That’s according to a recently published Council of Foreign Affairs special report, which argues that US administrations, from President Clinton to President Obama, misread China’s strategic intentions on several fronts; and made optimistic statements about US-China relations.  While these presidents were making such optimistic statements over a nearly twenty-year period, China implemented a grand strategy under Xi Jinping; used geoeconomic tools to coerce its neighbors and others, including most recently though the Belt and Road Initiative (BRI); violated international commercial practices, including by committing massive theft of U.S. intellectual property; manipulated its currency for trade benefits; threatened Taiwan; build up its military forces to push the United States beyond Japan and the Philippines; constructed and militarized artificial islands in the South China Sea, in violation of the international law. . . and patiently and incrementally built its power and influence with the strategic goal of challenging the United States as the primary power in Asia. One of the errors of previous administrations in South Asia was the failure to assure Asian allies that America would come to their side in case they were attacked by China, as has been argued by foreign policy experts for quite some-time. Ely Ratner of the Center for American Security, for instance, has been calling for America to abandon its neutrality in the South China Sea region by supplementing diplomacy with military assurances. In ‘The Stealth Superpower: How China Hid Its Global Ambitions,’ published in the January/February issue of Foreign Affairs, he says the US “should supplement diplomacy with deterrence by warning China that if it continues, the United States will abandon its neutrality and help countries in the region defend their claims. Washington should make it clear that it can live with an uneasy stalemate in Asia—but not with Chinese hegemony.” Ted Bauman, a senior research analyst and economist at Banyan Hill Publishing, agrees that US administrations played a role in accommodating China’s rise. But it wasn’t an act of kindness. “Successive U.S. governments have played a critical role in creating the modern Chinese economy, above all the Clinton administration's assistance to get China into the WTO,” says Bauman. “But they didn't do that out of the goodness of their hearts. They did it as part of a broader shift in the nature of the U.S. political economy — which in turn contributed to our trade deficit with China.” Like what he calls “post-New Deal social compact,” a system that allowed America to cope with the wage stagnation of the 1980s and the 1980s. Opening up the American economy to China allowed American workers to “have access to low-cost Chinese wage goods,” like electronics, appliances, clothing furniture and so on. This would mitigate the stagnation of real wages,” says Bauman.” Then there was easy credit that allowed Americans to live beyond their means, which placed American wage earners at the core of America’s merchandise deficit with China, according to Bauman. “A nation runs trade deficits when its consumption spending exceeds the value of goods and services it produces,” explains Bauman. “By using money borrowed from the owners of capital to buy Chinese goods before they have earned the wages that will ultimately pay for them, U.S. wage earners are at the heart of our merchandise trade deficit with China.”  The bottom line: US policies accommodating China’s rise in the last twenty years may look like a policy error today, but they looked like an opportunity back then, when these policies were launched. US policies confronting China today look like an opportunity, how will they look in the next twenty years?",https://www.forbes.com/sites/panosmourdoukoutas/2019/05/25/america-begins-to-see-the-consequences-of-the-past-policy-errors-that-helped-chinas-rise/?ss=etfs-mutualfunds,2019-05-25 14:32:23-04:00
296,"If Interest Rates Fall, How Far Could They Fall? 6 Yields Charts",2019-05-25T13:52:53-04:00,,https://www.forbes.com/sites/johnnavin/2019/05/25/if-interest-rates-fall-how-far-could-they-fall-6-yields-charts/?ss=etfs-mutualfunds,2019-05-25 13:52:53-04:00
297,"Amazon Turns Shopping Malls Into Warehouses, Changing America's Community Landscape",2019-05-25T09:08:41-04:00,,https://www.forbes.com/sites/panosmourdoukoutas/2019/05/25/amazon-turns-shopping-malls-into-warehouses-changing-americas-community-landscape/?ss=etfs-mutualfunds,2019-05-25 09:08:41-04:00
298,Will The Rekindled Trade War Cause Another Stock Market Crash?,2019-05-25T10:53:22-04:00,,https://www.forbes.com/sites/jeffcamarda/2019/05/24/will-the-rekindled-trade-war-cause-another-stock-market-crash/?ss=etfs-mutualfunds,2019-05-25 10:53:22-04:00
299,8 Major Ways The SECURE Act Could Impact Your Retirement Plan,2019-05-24T17:11:42-04:00,,https://www.forbes.com/sites/jamiehopkins/2019/05/24/8-major-ways-the-secure-act-could-impact-your-retirement-plan/?ss=etfs-mutualfunds,2019-05-24 17:11:42-04:00
300,Analysts Predict 11% Upside For The Holdings Of The iShares S&P 500 Growth ETF,2019-05-24T09:36:02-04:00,,https://www.forbes.com/sites/etfchannel/2019/05/24/analysts-predict-11-upside-for-the-holdings-of-the-ishares-sp-500-growth-etf/?ss=etfs-mutualfunds,2019-05-24 09:36:02-04:00
301,Panicked Investors Flee China Amid Trade War Worries,2019-05-24T11:16:13-04:00,,https://www.forbes.com/sites/simonconstable/2019/05/24/panicked-investors-flee-china-amid-trade-war-worries/?ss=etfs-mutualfunds,2019-05-24 11:16:13-04:00
302,Peek Under The Hood: The iShares U.S. Financials ETF Has 10% Upside,2019-05-24T09:35:02-04:00,,https://www.forbes.com/sites/etfchannel/2019/05/24/peek-under-the-hood-the-ishares-u-s-financials-etf-has-10-upside/?ss=etfs-mutualfunds,2019-05-24 09:35:02-04:00
303,The SPDR S&P 400 Mid Cap Growth ETF's Holdings Could Mean 13% Gain Potential,2019-05-24T09:30:02-04:00,,https://www.forbes.com/sites/etfchannel/2019/05/24/the-spdr-sp-400-mid-cap-growth-etfs-holdings-could-mean-13-gain-potential-2/?ss=etfs-mutualfunds,2019-05-24 09:30:02-04:00
304,Mr. Wonderful's Top 10 Dividend Stocks,2019-05-23T14:14:25-04:00,,https://www.forbes.com/sites/moneyshow/2019/05/23/mr-wonderfuls-top-10-dividend-stocks/?ss=etfs-mutualfunds,2019-05-23 14:14:25-04:00
305,The iShares Russell Mid-Cap Growth ETF's Holdings Imply 10% Gain Potential,2019-05-23T08:05:02-04:00,,https://www.forbes.com/sites/etfchannel/2019/05/23/the-ishares-russell-mid-cap-growth-etfs-holdings-imply-10-gain-potential/?ss=etfs-mutualfunds,2019-05-23 08:05:02-04:00
306,The iShares Core Dividend Growth ETF's Underlying Holdings Could Mean 10% Gain Potential,2019-05-23T08:04:01-04:00,,https://www.forbes.com/sites/etfchannel/2019/05/23/the-ishares-core-dividend-growth-etfs-underlying-holdings-could-mean-10-gain-potential/?ss=etfs-mutualfunds,2019-05-23 08:04:01-04:00
307,Add Up The Parts: The First Trust US Equity Opportunities ETF Could Be Worth $83,2019-05-23T08:03:02-04:00,,https://www.forbes.com/sites/etfchannel/2019/05/23/add-up-the-parts-the-first-trust-us-equity-opportunities-etf-could-be-worth-83/?ss=etfs-mutualfunds,2019-05-23 08:03:02-04:00
308,China Wants To Apply The Duterte Model To Settle South China Sea Disputes With Malaysia,2019-05-23T02:10:15-04:00,,https://www.forbes.com/sites/panosmourdoukoutas/2019/05/23/china-wants-to-apply-the-duterte-model-to-settle-south-china-sea-disputes-with-malaysia/?ss=etfs-mutualfunds,2019-05-23 02:10:15-04:00
309,2 Trucking Stocks For Sale Below Book Value: With Earnings And Dividends,2019-05-22T22:48:16-04:00,,https://www.forbes.com/sites/johnnavin/2019/05/22/2-trucking-stocks-for-sale-below-book-value-with-earnings-and-dividends/?ss=etfs-mutualfunds,2019-05-22 22:48:16-04:00
310,3 Tariff-Proof Dividends Set To Soar 64%+,2019-05-23T10:10:05-04:00,,https://www.forbes.com/sites/brettowens/2019/05/22/3-tariff-proof-dividends-set-to-soar-64/?ss=etfs-mutualfunds,2019-05-23 10:10:05-04:00
311,Should You Invest In Annuities?,2019-05-22T14:26:27-04:00,,https://www.forbes.com/sites/jeffcamarda/2019/05/22/should-you-invest-in-annuities/?ss=etfs-mutualfunds,2019-05-22 14:26:27-04:00
312,"Trade War Update: China Throwing More Lifelines, Apple In Trouble",2019-05-23T10:25:24-04:00,,https://www.forbes.com/sites/kenrapoza/2019/05/22/trade-war-update-china-throws-more-lifelines-apple-in-trouble/?ss=etfs-mutualfunds,2019-05-23 10:25:24-04:00
313,The Weakening Of Big Bank Regulations Under Trump Is The Seed For The Next Financial Crisis,2019-05-22T19:22:56-04:00,,https://www.forbes.com/sites/mayrarodriguezvalladares/2019/05/22/the-weakening-of-big-bank-regulations-under-trump-is-the-seed-for-the-next-financial-crisis/?ss=etfs-mutualfunds,2019-05-22 19:22:56-04:00
314,We Did The Math: The iShares Core S&P U.S. Growth ETF Can Go To $67,2019-05-22T07:42:02-04:00,,https://www.forbes.com/sites/etfchannel/2019/05/22/we-did-the-math-the-ishares-core-sp-u-s-growth-etf-can-go-to-67/?ss=etfs-mutualfunds,2019-05-22 07:42:02-04:00
